CRATER_ID,LAT_CIRC_IMG,LON_CIRC_IMG,LAT_ELLI_IMG,LON_ELLI_IMG,DIAM_CIRC_IMG,DIAM_CIRC_SD_IMG,DIAM_ELLI_MAJOR_IMG,DIAM_ELLI_MINOR_IMG,DIAM_ELLI_ECCEN_IMG,DIAM_ELLI_ELLIP_IMG,DIAM_ELLI_ANGLE_IMG,LAT_ELLI_SD_IMG,LON_ELLI_SD_IMG,DIAM_ELLI_MAJOR_SD_IMG,DIAM_ELLI_MINOR_SD_IMG,DIAM_ELLI_ANGLE_SD_IMG,DIAM_ELLI_ECCEN_SD_IMG,DIAM_ELLI_ELLIP_SD_IMG,ARC_IMG,PTS_RIM_IMG,LAY_NUMBER,LAY_MORPH1,LAY_MORPH2,LAY_MORPH3,LAY_NOTES,INT_MORPH1,INT_MORPH2,INT_MORPH3,CONF,NOTES,DEG_RIM,DEG_EJC,DEG_FLR
07-0-002189,-25.79349897,332.9794298,-25.79331691,332.9795135,10.87529389,0.295488755,11.19830399,10.49725133,0.348263895,1.066784403,52.36471944,0.000615366,0.000733456,0.092096698,0.090309858,6.27564317,0.03002958,0.012696607,0.92230761,67,,,,,,CpxFF,,,,,2,1,2
04-1-008694,-61.14203907,264.4337634,-61.14036691,264.4159247,25.92227452,0.789579705,26.71540577,23.6860115,0.462527437,1.127898033,71.91869133,0.000815308,0.002871361,0.117787251,0.215007549,2.140349326,0.01715056,0.011382177,0.77364749,184,,,,,,CpxFF,,Floor Deposits,,,2,1,2
15-3-000021,-9.583550999,129.20075,-9.592983701,129.2048119,66.81466174,1.614508764,69.69763325,65.17356505,0.354410148,1.069415693,105.2440532,0.00305898,0.002742576,0.464203256,0.233054601,3.531572716,0.018650631,0.008084242,0.72176313,256,,,,,,CpxUnc,Gullies,Floor Deposits / Channels / Dunes,,,2,1,1
08-1-001103,-45.99249642,290.5235975,-45.99272531,290.5233801,14.15590585,0.468781493,14.94090269,13.26773224,0.459816224,1.126108246,83.78129734,0.000671985,0.00092796,0.094759544,0.09245542,2.740972815,0.016159293,0.010610774,1,106,,Rd,,,There may be a cohesive lobe within the Rd ejecta.,CpxFF,Terraced,Slump Deposits / Floor Deposits,,,2,2,2
16-1-005003,-53.04962437,123.1400317,-53.04967969,123.1400803,13.12829056,0.311614066,13.79760055,12.33072808,0.448692103,1.118960734,71.56532488,0.00033458,0.00057934,0.048478747,0.050649354,1.581445196,0.009621477,0.006048319,1,105,,,,,,CpxFF,,Floor Deposits / Slump Deposits,,,1,1,1
03-1-021519,-33.86897292,235.5901649,-33.86898624,235.590398,14.07322885,0.3303023,14.31470846,13.76585092,0.274252244,1.039870949,75.58075001,0.000578177,0.000713626,0.084276614,0.086568834,7.170937561,0.029048191,0.008957929,1,93,3,Rd/MLERS,HuBL,,,CpxSuPt,Terraced,,,,3,2,3
07-1-005056,-6.275894373,297.1534243,-6.276007109,297.1533917,14.91995802,0.262908683,15.23357416,14.59622294,0.286228416,1.043665489,150.1480872,0.000471894,0.000489403,0.071764058,0.067812382,5.070064866,0.021222055,0.006905325,1,88,2,DLERS,HuSL,,,CpxCPt,Terraced,,,,2,2,3
15-1-037140,-34.61631279,146.4838231,-34.61650241,146.4837524,16.31300488,0.279904215,17.0565354,15.52560475,0.414072837,1.098606828,82.39571611,0.000381981,0.000449238,0.054984948,0.053554958,1.67554571,0.009447195,0.005186883,0.96426684,105,,,,,,CpxFF,Terraced,Tectonics / Slump Deposits / Floor Deposits,,,1,1,1
15-1-044182,-43.68112102,102.9306222,-43.68113733,102.9301345,39.5743239,0.625405935,40.85383325,38.16783107,0.356609948,1.070373456,110.7680223,0.000510022,0.000718012,0.073726599,0.074522241,1.315345842,0.006507487,0.002845855,1,280,,Rd,,,,CpxFF,Gullies,Slump Deposits / Floor Deposits,,,2,2,1
06-0-000000,34.7229812,350.6400744,34.72309567,350.6399288,12.13934174,0.259220193,12.56728963,11.65088289,0.374863536,1.078655562,115.1810814,0.000447832,0.000564967,0.065974164,0.06642883,3.383030424,0.017769732,0.008359926,1,81,,,,,,CpxFF,Gullies,,,,2,1,1
15-1-026668,-24.69249202,162.2057954,-24.69298653,162.2028906,18.76953978,0.24124564,19.04385889,18.12943199,0.306150551,1.050438806,111.5201252,0.000415465,0.000772584,0.059333151,0.104890133,3.576752815,0.01945213,0.006902628,0.78424156,91,,,,,,CpxFF,,Slump Deposits / Floor Deposits,,,1,1,1
15-1-011666,-12.74494013,178.6387951,-12.74080708,178.6585709,39.74710388,0.755051154,40.59636294,36.20947704,0.452155861,1.121152976,94.87317325,0.001292485,0.002313466,0.138478731,0.327399815,2.119700102,0.017003292,0.010834673,0.7271015,163,,,,,,CpxFF,Terraced,Slump Deposits / Floor Deposits,,,2,1,1
14-1-004538,25.49642032,179.4072349,25.49631416,179.4071473,14.5970118,0.295220183,15.25202237,13.90407923,0.411029583,1.096945876,83.53154556,0.000385551,0.000410842,0.054840787,0.053515426,1.941711855,0.010649535,0.005777758,1,87,1,SLEPd,HuAm,,,CpxFF,Terraced,Slump Deposits,,,3,2,3
15-1-020505,-19.39852695,151.9840979,-19.40436596,151.989694,14.51880231,0.32659502,16.23465619,13.76950675,0.529747954,1.179029611,134.9537484,0.002114009,0.000977616,0.251178291,0.104875371,3.062913366,0.023417537,0.020332213,0.71299314,59,,,,,,CpxFF,,Floor Deposits,,,1,1,1
03-2-000593,-26.80994877,194.5325421,-26.81287836,194.5333795,11.89821824,0.452466018,13.14080452,10.40076406,0.611187173,1.263446073,6.927253203,0.000478346,0.000577628,0.074289183,0.072477013,1.179363226,0.009197329,0.011337208,0.86650687,67,,,,,,CpxUnc,,Ejecta Deposits / Floor Deposits,,,1,1,1
11-1-018476,-42.32849758,12.81385039,-42.3284237,12.8141727,15.63534344,0.397473363,16.34616943,14.8188952,0.422062271,1.103062624,95.58446156,0.000508796,0.000678584,0.073147354,0.073953733,2.229881181,0.013052397,0.007393793,1,109,,,,,,CpxFF,,Floor Deposits,,,2,1,2
11-1-000389,-1.970694124,87.24642174,-1.969653508,87.24625559,10.56847338,0.218923686,11.03847764,10.21562127,0.378856013,1.080548833,120.3504421,0.000547416,0.00034934,0.073462901,0.050697,3.748088183,0.01876758,0.00897048,0.82253426,53,,,,,,CpxFF,,Floor Deposits,,,3,2,2
14-1-008113,14.61667202,136.1676791,14.61675668,136.1676039,10.46587734,0.218042729,10.57690751,10.3071971,0.2243872,1.026167192,71.69372681,0.000577387,0.000605298,0.083585336,0.08608905,14.4851976,0.048663397,0.011799263,1,63,2,DLERS,HuSL,,,CpxCPt,Terraced,Slump Deposits,,,4,3,4
10-0-004046,11.7603801,39.24009468,11.76602203,39.23102022,45.38013521,1.392710683,46.16484404,42.97214481,0.365423615,1.074296948,51.32535771,0.001978012,0.002993743,0.229250074,0.457874462,4.031729201,0.02787383,0.012628922,0.74783641,181,,,,,,CpxFF,,Floor Deposits,,,1,1,1
16-1-003917,-50.65624301,100.2455729,-50.65630729,100.2456192,10.42651207,0.130561722,10.57677672,10.28177225,0.234532486,1.028691986,157.2187311,0.000294991,0.000533831,0.048704582,0.042278874,7.445743085,0.024875138,0.006350744,1,84,2,DLERS/DLERSRd,Hu/HuBL,,,CpxFF,,,,,3,2,3
04-1-002394,-47.89312845,232.1804442,-47.88993983,232.1861481,12.80348773,0.216036622,13.21054004,11.72310542,0.460989741,1.126880598,122.2247013,0.000449393,0.000486411,0.03192528,0.061779739,1.534734587,0.009903787,0.006533205,0.72301143,63,,,,,,CpxFF,,Floor Deposits,,,1,1,1
03-1-004218,-12.08463963,199.9450637,-12.08220633,199.9477739,31.41269311,0.745197184,32.54263377,30.43049245,0.354394044,1.069408713,54.56097517,0.002851464,0.001175513,0.300738803,0.203110212,6.651162903,0.028126719,0.012190924,0.75820619,134,,,,,,CpxUnc,,Floor Deposits,,,1,1,1
08-1-008534,-62.02151911,300.1412013,-62.02201026,300.1400143,40.78564336,0.66758733,41.71324943,39.57566211,0.316011993,1.054012674,85.58512195,0.000686307,0.001462139,0.088444388,0.093313002,2.309122048,0.00903227,0.003342243,0.85040724,290,,,,,,CpxUnc,,Floor Deposits,,,1,1,1
15-1-026230,-24.62349633,136.0987225,-24.62389266,136.0982286,32.15347514,0.771185844,33.4286138,30.77492595,0.390468529,1.086228895,122.979091,0.000972064,0.001064467,0.142015798,0.134823463,2.528800223,0.013245923,0.00662876,1,210,,Rd,,,There may be a cohesive lobe within the Rd ejecta.,CpxSuPt,Terraced,Slump Deposits,,,3,2,2
11-0-003056,-23.4437463,3.534758669,-23.44375249,3.534823749,21.2833099,0.423518257,21.60593571,20.90944211,0.2518596,1.033310004,57.29257721,0.000626706,0.000681935,0.091517161,0.090189858,6.087401121,0.022480366,0.006246745,1,136,2,Rd/DLERS,HuSL,,,CpxCPt,Terraced,Floor Deposits / Slump Deposits,,,2,2,2
10-0-009464,28.13509793,1.646935369,28.13506838,1.64696319,20.47764007,0.316902997,20.84371316,20.0692193,0.270062452,1.03859113,42.13416799,0.000569435,0.000670424,0.085131056,0.083540481,5.07223472,0.020018913,0.006056734,1,130,,Rd,,,,CpxFF,Gullies,Slump Deposits,,,1,1,2
11-0-010008,-4.540542789,29.48979963,-4.540390338,29.48989562,13.39309821,0.336107634,13.79668468,12.93954051,0.346978244,1.066242242,178.0118295,0.000605883,0.000628201,0.090257219,0.088020501,4.889675418,0.023925035,0.010062884,1,80,2,DLERS,HuSL,,,CpxFF,,Slump Deposits,,,3,2,3
11-0-008638,-6.671334387,61.72085262,-6.668099515,61.72306477,19.29216993,0.39968958,20.68750331,18.33086332,0.463524916,1.12856132,47.60956206,0.000660289,0.000586806,0.109874686,0.072935618,1.588598752,0.011240831,0.0074894,0.86008239,100,,,,,,CpxFF,Terraced,Floor Deposits,,,1,1,1
10-0-004104,11.07754953,53.42070176,11.07740567,53.42008107,20.02435499,0.666345228,21.03056165,18.99282973,0.429417358,1.107289538,165.1471822,0.000891187,0.001032139,0.137423096,0.127428763,3.345689619,0.017788202,0.010370393,0.91295123,103,,Rd,,,,CpxFF,Gullies,Ejecta Deposits / Floor Deposits,,,1,1,1
08-1-012296,-85.27967449,270.1777809,-85.2792073,270.2068485,13.67960591,0.308261471,14.13982058,12.90804142,0.408215037,1.09542727,88.52408111,0.000595939,0.009036055,0.08522059,0.112497187,3.436884469,0.021631992,0.011607432,0.8205983,66,,,,,,,,Floor Deposits,,,1,1,1
10-0-005500,16.40396512,33.81861315,16.41338509,33.83703404,101.7939382,3.170756866,109.6216314,95.26116626,0.494812589,1.150748366,40.68053353,0.004954412,0.002889942,0.52415228,0.362987641,1.979410858,0.009331027,0.007035764,0.65018278,368,,Rd,,,,CpxUnc,Gullies,Ejecta Deposits / Slump Deposits / Floor Deposits / Fractured,,,1,1,1
03-1-019173,-30.15100743,237.5873225,-30.15088306,237.5877281,20.35252893,0.430183187,20.48197781,20.15792512,0.177179006,1.016075697,2.925921959,0.00077346,0.000952123,0.121185998,0.112037849,16.48383971,0.044378719,0.008248315,1,132,2,Rd/DLERS,HuSp,,,CpxCPt,Terraced,,,,3,2,3
16-1-007595,-59.9670953,92.06052231,-59.96721883,92.06055156,11.72004506,0.377533437,12.35111208,10.81363933,0.483182807,1.14217903,75.60034149,0.000400444,0.000885761,0.057918647,0.067410893,1.823798032,0.012375271,0.008909816,0.97189838,105,,,,,,CpxUnc,,Floor Deposits,,,2,1,1
06-0-001937,17.55962677,352.6003338,17.55965689,352.6002357,12.76331133,0.271818473,13.14058744,12.36114544,0.339282897,1.063055807,141.4331052,0.000544833,0.000576367,0.08220921,0.077865505,4.687765221,0.023154855,0.009437831,1,80,,,,,,CpxFF,,Floor Deposits,,,1,1,2
11-1-015468,-33.85804195,65.95968228,-33.85794184,65.95984585,25.16267123,0.506891573,26.19031043,24.14480882,0.387431401,1.08471807,44.48523472,0.000517297,0.000636791,0.079032502,0.073498129,1.716936438,0.00940272,0.004649422,1,167,,Rd,,,,CpxCPk,Terraced,Slump Deposits,,,2,2,2
15-1-001124,-2.720835853,156.7955708,-2.720936066,156.7956038,13.9047934,0.317925596,14.41344955,13.3901088,0.370077253,1.076425125,155.5855509,0.000445894,0.000471871,0.068742825,0.064601359,3.023232672,0.015820778,0.007302502,1,87,,Rd,,,,CpxUnc,Terraced,Fractured / Floor Deposits,,,3,2,1
10-1-005533,26.98636585,89.04817054,26.98496572,89.04642657,11.20934709,0.208146627,11.63107091,10.52700987,0.425248617,1.104878884,136.5411307,0.000412795,0.000496906,0.056818781,0.073129885,2.326835726,0.016359322,0.009383227,0.8211416,56,1,SLEPS,HuBL,,,CpxFF,,Floor Deposits,,,3,2,1
10-0-005658,17.37701049,0.511343937,17.37699236,0.511334486,10.85005528,0.179674219,11.10922876,10.58302173,0.304121218,1.049721814,178.5390459,0.000354724,0.000388985,0.05377527,0.051413438,4.684714938,0.020464638,0.007199021,1,67,1,SLERS,HuBL,,,CpxSuPt,,Slump Deposits,,,4,3,4
11-0-003685,-20.93887444,38.43267598,-20.93891425,38.43253139,37.53942777,0.539255247,37.96461873,37.05806505,0.217227107,1.02446306,178.9444831,0.000723864,0.000797726,0.107861248,0.104599123,5.51861456,0.017566242,0.004102814,0.98764533,231,,,,,,CpxFF,,Ejecta Deposits / Floor Deposits,,,1,1,1
14-1-007960,14.69053679,113.1831345,14.69030315,113.1830884,12.38873643,0.33426574,12.8878567,11.83616326,0.395661167,1.088854253,35.93284016,0.000686437,0.000699971,0.099645914,0.0955165,4.459597155,0.023824513,0.012169051,0.94318426,71,1,Rd/SLERS,HuSL,,,CpxCPk,Terraced,Slump Deposits,,,3,2,3
06-1-007646,23.33376013,338.977258,23.33397402,338.9770763,13.18356305,0.31878644,13.43910436,12.85903904,0.290623461,1.045109539,154.6854726,0.000775672,0.00087037,0.115346114,0.113989787,9.162617572,0.038870394,0.012895407,0.91568923,71,,Rd,,,There may be a cohesive lobe within the Rd ejecta.,CpxCPk,Terraced,Slump Deposits / Ejecta Deposits,,,2,2,3
06-1-004827,32.26185301,346.0942999,32.26313536,346.0933054,22.71389871,0.606617586,23.62271069,21.76385833,0.388826982,1.085410056,100.9963295,0.001146738,0.001261531,0.17382935,0.157558548,3.81717119,0.022534585,0.011204371,0.87675774,108,,,,,,CpxUnc,,Slump Deposits / Floor Deposits,,,1,1,1
10-1-005699,27.1126965,57.41430021,27.11274887,57.41433128,15.11329908,0.275557562,15.73940555,14.48850197,0.390685807,1.086337676,45.02380734,0.000370347,0.000423877,0.055457357,0.052228623,2.044922292,0.010933072,0.005476012,0.96548682,90,,,,,,CpxFF,,Floor Deposits,,,1,1,1
10-0-006110,18.30332635,48.8884657,18.3034455,48.8884865,33.7195561,0.311266466,33.77857705,33.6234025,0.095742601,1.004615076,146.6709797,0.000485505,0.000487087,0.066688484,0.07321374,20.13477498,0.030418006,0.002952807,0.92889345,193,,Rd,,,,CpxUnc,Terraced,Ejecta Deposits / Floor Deposits,,May be CpxCPk,2,2,1
03-1-019563,-31.11400531,249.3163645,-31.188287,249.2656288,53.56073685,2.222332938,56.30028817,39.38287064,0.714618358,1.429562834,145.8179542,0.002767662,0.00237931,0.269374668,0.434949795,0.719121919,0.008241413,0.017206224,0.71833628,221,,,,,,CpxUnc,,Ejecta Deposits / Floor Deposits,,,1,1,1
11-1-007017,-18.70397502,62.6580115,-18.70416497,62.65823871,52.09401952,1.146209617,54.43043724,49.68284206,0.408458634,1.095558043,85.14996062,0.000818596,0.000814059,0.118263266,0.112761452,1.130976073,0.006408905,0.003442216,1,318,,Rd,,,,CpxCPk,Terraced / Gullies,,,,3,2,3
11-0-004948,-16.0627155,8.098096634,-16.06273621,8.09812352,11.82218848,0.257126163,12.38377134,11.25625188,0.416901107,1.100168286,56.10706068,0.000315141,0.000318969,0.046445908,0.043885582,1.861715409,0.010721069,0.005951802,1,73,,,,,,CpxUnc,,Floor Deposits,,,1,1,1
15-1-043792,-42.46608279,144.9729597,-42.46632371,144.9732993,10.5717024,0.237806032,10.79338986,10.27141682,0.307216764,1.050818017,86.36125487,0.000625946,0.000859466,0.089410708,0.092285589,8.201709191,0.036024507,0.012841788,1,78,,,,,,CpxFF,,Floor Deposits,,,1,1,1
03-1-015461,-26.39660343,201.0924395,-26.39625547,201.0922286,13.81113724,0.414872558,15.04454116,12.54291044,0.552189883,1.199445793,113.2331602,0.000648355,0.000663289,0.095733945,0.086476078,1.638417145,0.011810124,0.011253426,1,90,,Rd,,,There may be a cohesive lobe within the Rd ejecta.,CpxUnc,,Floor Deposits,,,1,2,1
10-0-000764,9.832615467,0.024942119,9.836014332,0.029253745,40.98420604,0.84519953,41.45031488,39.72108905,0.285824565,1.0435342,133.4511583,0.00125079,0.001552931,0.140617118,0.258331664,4.348040572,0.023566873,0.007654584,0.75979346,178,,,,,,CpxFF,,Slump Deposits / Floor Deposits,,,2,1,1
04-1-003682,-50.28322654,214.6310908,-50.28368194,214.6313929,46.85723655,1.110669444,47.59318167,46.01298884,0.255542149,1.034342321,149.5062392,0.000947865,0.001615793,0.147147241,0.13938146,4.266095982,0.015831981,0.004477037,1,362,,Rd,,,,CpxCPk,,Slump Deposits / Floor Deposits,,,3,1,2
12-3-000036,-49.209792,62.97090122,-49.2059291,62.9648453,16.46437331,0.290289564,17.55314691,16.13318706,0.394012427,1.088014838,140.7509981,0.001078275,0.001285495,0.168849583,0.060040038,3.225730621,0.022113279,0.011221929,0.73976833,85,,,,,,CpxUnc,,Floor Deposits,,,1,1,1
11-3-000188,-41.13417257,36.45372692,-41.12476971,36.49848066,60.34280648,1.383754716,63.0729042,52.80428483,0.546905354,1.194465646,95.12266567,0.001308138,0.002183986,0.124862707,0.234523902,0.86202801,0.006231739,0.005808211,0.67161179,237,,,,,,CpxUnc,,Floor Deposits,,,2,1,1
07-1-000173,-0.003135328,294.1462553,-0.003273115,294.1460821,29.52906714,0.566417261,30.43404635,28.58406872,0.343333521,1.064720584,70.57932924,0.000643766,0.00062136,0.093753377,0.090301701,2.307277636,0.011336944,0.004698066,1,177,2,DLERS,HuSL,Inner is Small-Crown,Ejecta is partially buried by deposits.,CpxCPt,Terraced,Slump Deposits,,,3,2,3
10-0-005528,16.11372376,27.48179469,16.11382749,27.4816967,15.92104895,0.240262839,16.32310379,15.50652279,0.312329256,1.052660485,75.3748848,0.000416988,0.000416165,0.060851754,0.058416356,3.358556661,0.015313794,0.005579052,1,103,3,Rd/MLERS,HuSL,,,CpxSuPt,Terraced,Slump Deposits,,,3,2,4
10-0-006199,18.65750338,34.83828552,18.65604134,34.83906564,14.12006433,0.123491444,14.49191004,13.91980065,0.278203506,1.041100401,114.0818604,0.001103541,0.000373617,0.116204841,0.065349768,7.614537781,0.030814448,0.00967375,0.70451945,53,,,,,,CpxUnc,,Floor Deposits,,,1,1,1
16-1-009357,-62.92931651,121.0260895,-62.92252846,121.0139429,21.75383647,0.337531485,22.36966078,20.18355337,0.431164042,1.108311325,26.85813291,0.000750465,0.002429619,0.077705514,0.145090963,2.318324759,0.015074656,0.008848614,0.70290911,143,2,DLERS,HuSL/HuBL,,,CpxFF,,Floor Deposits / Slump Deposits,,,3,2,2
07-1-005747,-7.823524708,334.1821714,-7.823128363,334.1863187,24.92120215,0.449681971,26.48155106,23.88512924,0.431833042,1.108704533,13.08437199,0.000330965,0.000470416,0.071090721,0.048800584,0.942123022,0.006355439,0.003740321,0.87017614,126,,,,,,CpxUnc,,Ejecta Deposits / Floor Deposits,,,1,1,1
15-1-040967,-39.17592651,125.7254037,-39.1759753,125.7252651,20.32240828,0.326811035,20.65278118,19.95752835,0.257282939,1.03483662,48.25565884,0.000446046,0.000603742,0.067368668,0.067008524,4.381340325,0.016990351,0.004844274,0.98367423,140,,Rd,,,,CpxFF,,Floor Deposits,,,1,2,1
11-0-001760,-30.37357024,20.19030733,-30.37356306,20.19032974,13.63922526,0.363017139,14.0747898,13.17875795,0.351100405,1.067990615,4.362510392,0.000600735,0.000745525,0.092275167,0.085965652,4.78563656,0.023093952,0.009877156,1,90,,,,,,CpxFF,,Ejecta Deposits / Floor Deposits,,,1,1,1
07-0-000281,-4.576035992,352.5528972,-4.575910202,352.5530603,21.11399616,0.403975993,22.1275752,20.07968296,0.420158637,1.101988276,40.87785016,0.000535316,0.000539273,0.079382619,0.074948097,1.794235866,0.010146492,0.005705059,1,126,1,SLERS,HuSL,,,CpxFF,,Floor Deposits / Slump Deposits,,,2,2,1
15-1-036930,-33.94864107,131.6303819,-33.94790049,131.5970361,18.8823308,0.66314144,19.09848473,14.66347084,0.640711291,1.302453214,94.08770481,0.001488618,0.003937812,0.161551802,0.42525569,2.63237459,0.027794347,0.039346423,0.67606819,70,,,,,,CpxUnc,,Slump Deposits / Floor Deposits / Channels,,,1,1,1
11-0-000536,-37.57650208,25.78707059,-37.57655158,25.78699618,11.39388672,0.262339596,11.73510713,11.02020534,0.343698418,1.064871911,143.4186533,0.000563656,0.000756968,0.087321518,0.082226833,5.466743445,0.027037877,0.011221276,1,78,,,,,,CpxFF,,Slump Deposits,,,1,1,1
14-1-009703,10.68496032,113.4429529,10.6849673,113.4429234,12.81449759,0.252471676,13.23990707,12.36627647,0.357232868,1.070646213,72.18536618,0.000416596,0.00041165,0.059637379,0.058071254,3.249206652,0.01589051,0.006966702,1,74,1,SLERS,HuBL,,,CpxCPk,Gullies / Terraced,Slump Deposits,,,4,3,4
14-1-013454,0.594135579,139.3023236,0.594199965,139.3022987,13.97294781,0.2520475,14.68676832,13.26816699,0.42877868,1.106917657,33.61355964,0.000377164,0.000382405,0.057547202,0.05335076,1.793317862,0.010686552,0.006214651,0.9612574,78,2,DLERS,HuBL,,,CpxFF,Gullies,Floor Deposits,,,4,3,3
06-1-017116,2.459090993,319.0082001,2.456531643,319.0091702,10.05779476,0.313746356,10.7588138,9.173348232,0.522505927,1.172833902,7.96178108,0.001430969,0.001195733,0.142535242,0.148984097,4.964384984,0.029161432,0.024581569,0.65073615,36,1,SLERS,HuBL,Butterfly,,CpxFF,Terraced,Floor Deposits,,,2,2,1
11-1-008539,-20.47144707,87.00119727,-20.47069028,87.00137268,31.31164859,0.489702281,32.20170819,30.43843818,0.326367483,1.057929056,93.18671811,0.000611802,0.000598554,0.089657444,0.081698587,2.224078626,0.010587431,0.004091355,0.94794941,180,,,,,,CpxFF,Channel W / Channel SE,Floor Deposits / Valley Deposits,,,1,1,1
07-0-002257,-27.0854006,341.6945256,-27.08570826,341.6931248,65.79616569,1.135149029,67.99661994,63.7101361,0.34943572,1.067281034,43.36193149,0.000719812,0.000900173,0.113446503,0.103118287,1.238126343,0.005839901,0.0024809,0.9343757,410,,,,,,CpxUnc,,Floor Deposits,,,1,1,1
07-1-023812,-37.1198249,309.4079769,-37.1199702,309.4077778,57.18026397,0.813165021,57.74225843,56.54979681,0.202179194,1.02108693,132.0933825,0.000681956,0.000893536,0.101415517,0.100731066,3.977964918,0.011867143,0.002554293,1,381,,Rd,,,There may be a cohesive lobe within the Rd ejecta.,CpxFF,Terraced / Gullies,Slump Deposits / Floor Deposits Dunes,,,2,2,2
07-1-015814,-23.6778123,315.0936869,-23.67819466,315.0937376,16.20752694,0.473682149,17.12036885,15.22371213,0.457486895,1.124585693,66.18793177,0.000652005,0.000695326,0.093926352,0.089959099,2.353977646,0.013936343,0.009067867,1,99,,,,,,CpxFF,,Floor Deposits,,,1,1,1
06-1-013503,8.916036166,303.6743147,8.916040323,303.6741795,14.88052575,0.369655925,15.22232573,14.45272021,0.313941534,1.053249873,78.30999393,0.000893781,0.000885654,0.131229008,0.12942439,7.595581451,0.03569177,0.013092154,0.94690841,75,,,,,,CpxFF,,,,,1,1,1
03-1-015691,-26.56921534,220.9609615,-26.56907298,220.9564337,17.9561198,0.516267285,18.83895843,16.42226174,0.490007643,1.147159796,71.59022113,0.000779325,0.001242751,0.112917585,0.156085643,2.644510026,0.017425506,0.01289021,0.74576747,86,,,,,,CpxFF,,Floor Deposits,,,2,1,1
09-1-002136,51.71147362,24.89113658,51.71116977,24.89047223,12.63859477,0.591740539,13.79984986,11.45899857,0.557210542,1.204280617,13.35762955,0.000507716,0.000922692,0.082699161,0.072113397,1.565283001,0.010753453,0.010465268,0.98372728,180,,Rd,,,,CpxUnc,,Floor Deposits,,,2,2,1
11-0-000944,-35.08855916,26.60171395,-35.08839625,26.60176312,47.53534389,0.789587198,48.60938086,46.33131225,0.302544673,1.049169093,63.32143278,0.000717176,0.000898755,0.104284676,0.105230685,2.184281766,0.009381484,0.003277914,1,327,,,,,,CpxFF,,Slump Deposits / Floor Deposits,,,2,1,2
06-1-001981,37.64146795,354.0833677,37.64021378,354.0927306,13.2284989,0.349429748,13.68819693,11.78127792,0.509131391,1.161860116,70.13234872,0.000474259,0.001479922,0.070212991,0.148411443,2.520909977,0.019790192,0.015803068,0.72001034,54,,,,,,CpxUnc,,Ejecta Deposits,,,2,1,1
03-1-028055,-40.53786131,221.0470098,-40.53754464,221.0466654,32.51271937,0.772240412,33.43311212,31.33722104,0.348494249,1.066881842,98.41733608,0.001046082,0.001392214,0.149989996,0.15496415,3.396701264,0.016832263,0.007123396,0.9855848,220,,Rd,,,,CpxFF,,Floor Deposits,,,2,2,2
09-1-000147,73.01213731,21.94337136,73.01223651,21.94295315,12.55398617,0.209379357,12.80410512,12.25991212,0.288438073,1.044388002,54.76092904,0.000345515,0.001090653,0.046925419,0.04873133,4.169520695,0.017184763,0.005646532,0.91246575,140,2,DLERC/DLERS,HuSL/HuBL,,,CpxFF,,Floor Deposits,,,3,2,3
07-1-026161,-41.02370281,347.8389058,-41.02223666,347.8396065,11.33451158,0.182256195,11.97059485,10.86961837,0.418912545,1.101289341,57.68004968,0.000395432,0.000325356,0.050737306,0.035152778,2.024621928,0.010493376,0.005871417,0.8150124,62,,,,,,CpxUnc,,Floor Deposits,,,1,1,1
10-0-011155,33.75285972,34.83444756,33.74692424,34.82356742,22.02662487,0.248382542,22.21324682,20.3261002,0.403353835,1.092843517,120.3697603,0.000789516,0.001127945,0.05091842,0.161725644,1.763020772,0.017188454,0.009048924,0.69195056,90,,Rd,,,,CpxUnc,,Slump Deposits,,,2,2,1
10-0-011202,32.87287289,13.7974864,32.87289641,13.79759054,17.13237022,0.293896111,17.55130078,16.64541619,0.317116861,1.054422466,83.21350338,0.00045564,0.000550931,0.065479305,0.067706643,3.441119394,0.015654614,0.005819768,1,110,2,Rd/DLERS,HuBL,,,CpxFF,,Ejecta Deposits,,,2,2,1
07-0-002202,-25.69140392,331.7286621,-25.69502493,331.7348956,15.48001602,0.345346515,15.59787349,14.39828362,0.384577447,1.083314783,57.06083155,0.001276321,0.001862484,0.09232949,0.281925321,4.781021606,0.045323182,0.022159921,0.69828051,64,,,,,,CpxUnc,Channel NE,Floor Deposits / Channel,,,1,1,1
11-0-006545,-11.32876272,75.26668524,-11.32853641,75.26680968,16.86556138,0.364367151,17.53517544,16.15802352,0.388465033,1.085230221,31.31572371,0.000540552,0.000567904,0.080753492,0.077591322,2.717738875,0.01454278,0.007220462,1,104,2,DLERS,HuBL,,,CpxUnc,,Slump Deposits / Floor Deposits,,,3,2,3
16-1-000180,-45.26427208,114.1456989,-45.26435135,114.1453407,21.31334941,0.472700413,21.8051699,20.73254687,0.309778427,1.051736192,100.8742066,0.000660976,0.000935166,0.094697325,0.094528993,4.230626218,0.018376064,0.006622533,1,162,,Rd,,,,CpxFF,,Floor Deposits / Slump Deposits,,,1,1,1
13-1-001738,51.03793561,170.654074,51.03799196,170.6541495,14.05468073,0.2528714,14.2474926,13.83092098,0.24004501,1.030118863,41.17777114,0.000308617,0.000486929,0.043935888,0.044168483,5.100748622,0.017428156,0.004573052,1,183,3,Rd/MLERC/MLERS/MLERS,HuSL/HuSL/HuBL,,,CpxFF,,Slump Deposits,,,4,3,4
